orderID,productID,unitPrice,quantity,discount,customerID,employeeID,orderDate,revenue
10287,16,13.9,40,0.15,RICAR,8,1996-08-22 00:00:00.000,472.59999999999997
10287,34,11.2,20,0.0,RICAR,8,1996-08-22 00:00:00.000,224.0
10287,46,9.6,15,0.15,RICAR,8,1996-08-22 00:00:00.000,122.39999999999999
10288,54,5.9,10,0.1,REGGC,4,1996-08-23 00:00:00.000,53.1
10288,68,10.0,3,0.1,REGGC,4,1996-08-23 00:00:00.000,27.0
10289,3,8.0,30,0.0,BSBEV,7,1996-08-26 00:00:00.000,240.0
10289,64,26.6,9,0.0,BSBEV,7,1996-08-26 00:00:00.000,239.4
10290,5,17.0,20,0.0,COMMI,8,1996-08-27 00:00:00.000,340.0
10290,29,99.0,15,0.0,COMMI,8,1996-08-27 00:00:00.000,1485.0
10290,49,16.0,15,0.0,COMMI,8,1996-08-27 00:00:00.000,240.0
10290,77,10.4,10,0.0,COMMI,8,1996-08-27 00:00:00.000,104.0
10291,13,4.8,20,0.1,QUEDE,6,1996-08-27 00:00:00.000,86.4
10291,44,15.5,24,0.1,QUEDE,6,1996-08-27 00:00:00.000,334.8
10291,51,42.4,2,0.1,QUEDE,6,1996-08-27 00:00:00.000,76.32
10292,20,64.8,20,0.0,TRADH,1,1996-08-28 00:00:00.000,1296.0
10293,18,50.0,12,0.0,TORTU,1,1996-08-29 00:00:00.000,600.0
10293,24,3.6,10,0.0,TORTU,1,1996-08-29 00:00:00.000,36.0
10293,63,35.1,5,0.0,TORTU,1,1996-08-29 00:00:00.000,175.5
10293,75,6.2,6,0.0,TORTU,1,1996-08-29 00:00:00.000,37.2
10294,1,14.4,18,0.0,RATTC,4,1996-08-30 00:00:00.000,259.2
10294,17,31.2,15,0.0,RATTC,4,1996-08-30 00:00:00.000,468.0
10294,43,36.8,15,0.0,RATTC,4,1996-08-30 00:00:00.000,552.0
10294,60,27.2,21,0.0,RATTC,4,1996-08-30 00:00:00.000,571.1999999999999
10294,75,6.2,6,0.0,RATTC,4,1996-08-30 00:00:00.000,37.2
10295,56,30.4,4,0.0,VINET,2,1996-09-02 00:00:00.000,121.6
10296,11,16.8,12,0.0,LILAS,6,1996-09-03 00:00:00.000,201.60000000000002
10296,16,13.9,30,0.0,LILAS,6,1996-09-03 00:00:00.000,417.0
10296,69,28.8,15,0.0,LILAS,6,1996-09-03 00:00:00.000,432.0
10297,39,14.4,60,0.0,BLONP,5,1996-09-04 00:00:00.000,864.0
10297,72,27.8,20,0.0,BLONP,5,1996-09-04 00:00:00.000,556.0
10298,2,15.2,40,0.0,HUNGO,6,1996-09-05 00:00:00.000,608.0
10298,36,15.2,40,0.25,HUNGO,6,1996-09-05 00:00:00.000,456.0
10298,59,44.0,30,0.25,HUNGO,6,1996-09-05 00:00:00.000,990.0
10298,62,39.4,15,0.0,HUNGO,6,1996-09-05 00:00:00.000,591.0
10299,19,7.3,15,0.0,RICAR,4,1996-09-06 00:00:00.000,109.5
10299,70,12.0,20,0.0,RICAR,4,1996-09-06 00:00:00.000,240.0
10300,66,13.6,30,0.0,MAGAA,2,1996-09-09 00:00:00.000,408.0
10300,68,10.0,20,0.0,MAGAA,2,1996-09-09 00:00:00.000,200.0
10301,40,14.7,10,0.0,WANDK,8,1996-09-09 00:00:00.000,147.0
10301,56,30.4,20,0.0,WANDK,8,1996-09-09 00:00:00.000,608.0
10302,17,31.2,40,0.0,SUPRD,4,1996-09-10 00:00:00.000,1248.0
10302,28,36.4,28,0.0,SUPRD,4,1996-09-10 00:00:00.000,1019.1999999999999
10302,43,36.8,12,0.0,SUPRD,4,1996-09-10 00:00:00.000,441.59999999999997
10303,40,14.7,40,0.1,GODOS,7,1996-09-11 00:00:00.000,529.2
10303,65,16.8,30,0.1,GODOS,7,1996-09-11 00:00:00.000,453.6
10303,68,10.0,15,0.1,GODOS,7,1996-09-11 00:00:00.000,135.0
10304,49,16.0,30,0.0,TORTU,1,1996-09-12 00:00:00.000,480.0
10304,59,44.0,10,0.0,TORTU,1,1996-09-12 00:00:00.000,440.0
10304,71,17.2,2,0.0,TORTU,1,1996-09-12 00:00:00.000,34.4
10305,18,50.0,25,0.1,OLDWO,8,1996-09-13 00:00:00.000,1125.0
10305,29,99.0,25,0.1,OLDWO,8,1996-09-13 00:00:00.000,2227.5
10305,39,14.4,30,0.1,OLDWO,8,1996-09-13 00:00:00.000,388.8
10306,30,20.7,10,0.0,ROMEY,1,1996-09-16 00:00:00.000,207.0
10306,53,26.2,10,0.0,ROMEY,1,1996-09-16 00:00:00.000,262.0
10306,54,5.9,5,0.0,ROMEY,1,1996-09-16 00:00:00.000,29.5
10307,62,39.4,10,0.0,LONEP,2,1996-09-17 00:00:00.000,394.0
10307,68,10.0,3,0.0,LONEP,2,1996-09-17 00:00:00.000,30.0
10308,69,28.8,1,0.0,ANATR,7,1996-09-18 00:00:00.000,28.8
10308,70,12.0,5,0.0,ANATR,7,1996-09-18 00:00:00.000,60.0
10309,4,17.6,20,0.0,HUNGO,3,1996-09-19 00:00:00.000,352.0
10309,6,20.0,30,0.0,HUNGO,3,1996-09-19 00:00:00.000,600.0
10309,42,11.2,2,0.0,HUNGO,3,1996-09-19 00:00:00.000,22.4
10309,43,36.8,20,0.0,HUNGO,3,1996-09-19 00:00:00.000,736.0
10309,71,17.2,3,0.0,HUNGO,3,1996-09-19 00:00:00.000,51.599999999999994
10310,16,13.9,10,0.0,THEBI,8,1996-09-20 00:00:00.000,139.0
10310,62,39.4,5,0.0,THEBI,8,1996-09-20 00:00:00.000,197.0
10311,42,11.2,6,0.0,DUMON,1,1996-09-20 00:00:00.000,67.19999999999999
10311,69,28.8,7,0.0,DUMON,1,1996-09-20 00:00:00.000,201.6
10312,28,36.4,4,0.0,WANDK,2,1996-09-23 00:00:00.000,145.6
10312,43,36.8,24,0.0,WANDK,2,1996-09-23 00:00:00.000,883.1999999999999
10312,53,26.2,20,0.0,WANDK,2,1996-09-23 00:00:00.000,524.0
10312,75,6.2,10,0.0,WANDK,2,1996-09-23 00:00:00.000,62.0
10313,36,15.2,12,0.0,QUICK,2,1996-09-24 00:00:00.000,182.39999999999998
10314,32,25.6,40,0.1,RATTC,1,1996-09-25 00:00:00.000,921.6
10314,58,10.6,30,0.1,RATTC,1,1996-09-25 00:00:00.000,286.2
10314,62,39.4,25,0.1,RATTC,1,1996-09-25 00:00:00.000,886.5
10315,34,11.2,14,0.0,ISLAT,4,1996-09-26 00:00:00.000,156.79999999999998
10315,70,12.0,30,0.0,ISLAT,4,1996-09-26 00:00:00.000,360.0
10316,41,7.7,10,0.0,RATTC,1,1996-09-27 00:00:00.000,77.0
10316,62,39.4,70,0.0,RATTC,1,1996-09-27 00:00:00.000,2758.0
10317,1,14.4,20,0.0,LONEP,6,1996-09-30 00:00:00.000,288.0
10318,41,7.7,20,0.0,ISLAT,8,1996-10-01 00:00:00.000,154.0
10318,76,14.4,6,0.0,ISLAT,8,1996-10-01 00:00:00.000,86.4
10319,17,31.2,8,0.0,TORTU,7,1996-10-02 00:00:00.000,249.6
10319,28,36.4,14,0.0,TORTU,7,1996-10-02 00:00:00.000,509.59999999999997
10319,76,14.4,30,0.0,TORTU,7,1996-10-02 00:00:00.000,432.0
10320,71,17.2,30,0.0,WARTH,5,1996-10-03 00:00:00.000,516.0
10321,35,14.4,10,0.0,ISLAT,3,1996-10-03 00:00:00.000,144.0
10322,52,5.6,20,0.0,PERIC,7,1996-10-04 00:00:00.000,112.0
10323,15,12.4,5,0.0,KOENE,4,1996-10-07 00:00:00.000,62.0
10323,25,11.2,4,0.0,KOENE,4,1996-10-07 00:00:00.000,44.8
10323,39,14.4,4,0.0,KOENE,4,1996-10-07 00:00:00.000,57.6
10324,16,13.9,21,0.15,SAVEA,9,1996-10-08 00:00:00.000,248.115
10324,35,14.4,70,0.15,SAVEA,9,1996-10-08 00:00:00.000,856.8
10324,46,9.6,30,0.0,SAVEA,9,1996-10-08 00:00:00.000,288.0
10324,59,44.0,40,0.15,SAVEA,9,1996-10-08 00:00:00.000,1496.0
10324,63,35.1,80,0.15,SAVEA,9,1996-10-08 00:00:00.000,2386.7999999999997
10325,6,20.0,6,0.0,KOENE,1,1996-10-09 00:00:00.000,120.0
10325,13,4.8,12,0.0,KOENE,1,1996-10-09 00:00:00.000,57.599999999999994
10325,14,18.6,9,0.0,KOENE,1,1996-10-09 00:00:00.000,167.4
10325,31,10.0,4,0.0,KOENE,1,1996-10-09 00:00:00.000,40.0
10325,72,27.8,40,0.0,KOENE,1,1996-10-09 00:00:00.000,1112.0
10326,4,17.6,24,0.0,BOLID,4,1996-10-10 00:00:00.000,422.40000000000003
10326,57,15.6,16,0.0,BOLID,4,1996-10-10 00:00:00.000,249.6
10326,75,6.2,50,0.0,BOLID,4,1996-10-10 00:00:00.000,310.0
10327,2,15.2,25,0.2,FOLKO,2,1996-10-11 00:00:00.000,304.0
10327,11,16.8,50,0.2,FOLKO,2,1996-10-11 00:00:00.000,672.0
10327,30,20.7,35,0.2,FOLKO,2,1996-10-11 00:00:00.000,579.6
10327,58,10.6,30,0.2,FOLKO,2,1996-10-11 00:00:00.000,254.4
10328,59,44.0,9,0.0,FURIB,4,1996-10-14 00:00:00.000,396.0
10328,65,16.8,40,0.0,FURIB,4,1996-10-14 00:00:00.000,672.0
10328,68,10.0,10,0.0,FURIB,4,1996-10-14 00:00:00.000,100.0
10329,19,7.3,10,0.05,SPLIR,4,1996-10-15 00:00:00.000,69.35
10329,30,20.7,8,0.05,SPLIR,4,1996-10-15 00:00:00.000,157.32
10329,38,210.8,20,0.05,SPLIR,4,1996-10-15 00:00:00.000,4005.2
10329,56,30.4,12,0.05,SPLIR,4,1996-10-15 00:00:00.000,346.55999999999995
10330,26,24.9,50,0.15,LILAS,3,1996-10-16 00:00:00.000,1058.25
10330,72,27.8,25,0.15,LILAS,3,1996-10-16 00:00:00.000,590.75
10331,54,5.9,15,0.0,BONAP,9,1996-10-16 00:00:00.000,88.5
10332,18,50.0,40,0.2,MEREP,3,1996-10-17 00:00:00.000,1600.0
10332,42,11.2,10,0.2,MEREP,3,1996-10-17 00:00:00.000,89.60000000000001
10332,47,7.6,16,0.2,MEREP,3,1996-10-17 00:00:00.000,97.28
10333,14,18.6,10,0.0,WARTH,5,1996-10-18 00:00:00.000,186.0
10333,21,8.0,10,0.1,WARTH,5,1996-10-18 00:00:00.000,72.0
10333,71,17.2,40,0.1,WARTH,5,1996-10-18 00:00:00.000,619.2
10334,52,5.6,8,0.0,VICTE,8,1996-10-21 00:00:00.000,44.8
10334,68,10.0,10,0.0,VICTE,8,1996-10-21 00:00:00.000,100.0
10335,2,15.2,7,0.2,HUNGO,7,1996-10-22 00:00:00.000,85.12
10335,31,10.0,25,0.2,HUNGO,7,1996-10-22 00:00:00.000,200.0
10335,32,25.6,6,0.2,HUNGO,7,1996-10-22 00:00:00.000,122.88000000000002
10335,51,42.4,48,0.2,HUNGO,7,1996-10-22 00:00:00.000,1628.1599999999999
10336,4,17.6,18,0.1,PRINI,7,1996-10-23 00:00:00.000,285.12
10337,23,7.2,40,0.0,FRANK,4,1996-10-24 00:00:00.000,288.0
10337,26,24.9,24,0.0,FRANK,4,1996-10-24 00:00:00.000,597.5999999999999
10337,36,15.2,20,0.0,FRANK,4,1996-10-24 00:00:00.000,304.0
10337,37,20.8,28,0.0,FRANK,4,1996-10-24 00:00:00.000,582.4
10337,72,27.8,25,0.0,FRANK,4,1996-10-24 00:00:00.000,695.0
10338,17,31.2,20,0.0,OLDWO,4,1996-10-25 00:00:00.000,624.0
10338,30,20.7,15,0.0,OLDWO,4,1996-10-25 00:00:00.000,310.5
10339,4,17.6,10,0.0,MEREP,2,1996-10-28 00:00:00.000,176.0
10339,17,31.2,70,0.05,MEREP,2,1996-10-28 00:00:00.000,2074.7999999999997
10339,62,39.4,28,0.0,MEREP,2,1996-10-28 00:00:00.000,1103.2
10340,18,50.0,20,0.05,BONAP,1,1996-10-29 00:00:00.000,950.0
10340,41,7.7,12,0.05,BONAP,1,1996-10-29 00:00:00.000,87.78
10340,43,36.8,40,0.05,BONAP,1,1996-10-29 00:00:00.000,1398.3999999999999
10341,33,2.0,8,0.0,SIMOB,7,1996-10-29 00:00:00.000,16.0
10341,59,44.0,9,0.15,SIMOB,7,1996-10-29 00:00:00.000,336.59999999999997
10342,2,15.2,24,0.2,FRANK,4,1996-10-30 00:00:00.000,291.84
10342,31,10.0,56,0.2,FRANK,4,1996-10-30 00:00:00.000,448.0
10342,36,15.2,40,0.2,FRANK,4,1996-10-30 00:00:00.000,486.40000000000003
10342,55,19.2,40,0.2,FRANK,4,1996-10-30 00:00:00.000,614.4000000000001
10343,64,26.6,50,0.0,LEHMS,4,1996-10-31 00:00:00.000,1330.0
10343,68,10.0,4,0.05,LEHMS,4,1996-10-31 00:00:00.000,38.0
10343,76,14.4,15,0.0,LEHMS,4,1996-10-31 00:00:00.000,216.0
10344,4,17.6,35,0.0,WHITC,4,1996-11-01 00:00:00.000,616.0
10344,8,32.0,70,0.25,WHITC,4,1996-11-01 00:00:00.000,1680.0
10345,8,32.0,70,0.0,QUICK,2,1996-11-04 00:00:00.000,2240.0
10345,19,7.3,80,0.0,QUICK,2,1996-11-04 00:00:00.000,584.0
10345,42,11.2,9,0.0,QUICK,2,1996-11-04 00:00:00.000,100.8
10346,17,31.2,36,0.1,RATTC,3,1996-11-05 00:00:00.000,1010.8800000000001
10346,56,30.4,20,0.0,RATTC,3,1996-11-05 00:00:00.000,608.0
10347,25,11.2,10,0.0,FAMIA,4,1996-11-06 00:00:00.000,112.0
10347,39,14.4,50,0.15,FAMIA,4,1996-11-06 00:00:00.000,612.0
10347,40,14.7,4,0.0,FAMIA,4,1996-11-06 00:00:00.000,58.8
10347,75,6.2,6,0.15,FAMIA,4,1996-11-06 00:00:00.000,31.62
10348,1,14.4,15,0.15,WANDK,4,1996-11-07 00:00:00.000,183.6
10348,23,7.2,25,0.0,WANDK,4,1996-11-07 00:00:00.000,180.0
10349,54,5.9,24,0.0,SPLIR,7,1996-11-08 00:00:00.000,141.60000000000002
10350,50,13.0,15,0.1,LAMAI,6,1996-11-11 00:00:00.000,175.5
10350,69,28.8,18,0.1,LAMAI,6,1996-11-11 00:00:00.000,466.56
10351,38,210.8,20,0.05,ERNSH,1,1996-11-11 00:00:00.000,4005.2
10351,41,7.7,13,0.0,ERNSH,1,1996-11-11 00:00:00.000,100.10000000000001
10351,44,15.5,77,0.05,ERNSH,1,1996-11-11 00:00:00.000,1133.825
10351,65,16.8,10,0.05,ERNSH,1,1996-11-11 00:00:00.000,159.6
10352,24,3.6,10,0.0,FURIB,3,1996-11-12 00:00:00.000,36.0
10352,54,5.9,20,0.15,FURIB,3,1996-11-12 00:00:00.000,100.3
10353,11,16.8,12,0.2,PICCO,7,1996-11-13 00:00:00.000,161.28000000000003
10353,38,210.8,50,0.2,PICCO,7,1996-11-13 00:00:00.000,8432.0
10354,1,14.4,12,0.0,PERIC,8,1996-11-14 00:00:00.000,172.8
10354,29,99.0,4,0.0,PERIC,8,1996-11-14 00:00:00.000,396.0
10355,24,3.6,25,0.0,AROUT,6,1996-11-15 00:00:00.000,90.0
10355,57,15.6,25,0.0,AROUT,6,1996-11-15 00:00:00.000,390.0
10356,31,10.0,30,0.0,WANDK,6,1996-11-18 00:00:00.000,300.0
10356,55,19.2,12,0.0,WANDK,6,1996-11-18 00:00:00.000,230.39999999999998
10356,69,28.8,20,0.0,WANDK,6,1996-11-18 00:00:00.000,576.0
10357,10,24.8,30,0.2,LILAS,1,1996-11-19 00:00:00.000,595.2
10357,26,24.9,16,0.0,LILAS,1,1996-11-19 00:00:00.000,398.4
10357,60,27.2,8,0.2,LILAS,1,1996-11-19 00:00:00.000,174.08
10358,24,3.6,10,0.05,LAMAI,5,1996-11-20 00:00:00.000,34.199999999999996
10358,34,11.2,10,0.05,LAMAI,5,1996-11-20 00:00:00.000,106.39999999999999
10358,36,15.2,20,0.05,LAMAI,5,1996-11-20 00:00:00.000,288.8
10359,16,13.9,56,0.05,SEVES,5,1996-11-21 00:00:00.000,739.4799999999999
10359,31,10.0,70,0.05,SEVES,5,1996-11-21 00:00:00.000,665.0
10359,60,27.2,80,0.05,SEVES,5,1996-11-21 00:00:00.000,2067.2
10360,28,36.4,30,0.0,BLONP,4,1996-11-22 00:00:00.000,1092.0
10360,29,99.0,35,0.0,BLONP,4,1996-11-22 00:00:00.000,3465.0
10360,38,210.8,10,0.0,BLONP,4,1996-11-22 00:00:00.000,2108.0
10360,49,16.0,35,0.0,BLONP,4,1996-11-22 00:00:00.000,560.0
10360,54,5.9,28,0.0,BLONP,4,1996-11-22 00:00:00.000,165.20000000000002
10361,39,14.4,54,0.1,QUICK,1,1996-11-22 00:00:00.000,699.84
10361,60,27.2,55,0.1,QUICK,1,1996-11-22 00:00:00.000,1346.4
10362,25,11.2,50,0.0,BONAP,3,1996-11-25 00:00:00.000,560.0
10362,51,42.4,20,0.0,BONAP,3,1996-11-25 00:00:00.000,848.0
10362,54,5.9,24,0.0,BONAP,3,1996-11-25 00:00:00.000,141.60000000000002
10363,31,10.0,20,0.0,DRACD,4,1996-11-26 00:00:00.000,200.0
10363,75,6.2,12,0.0,DRACD,4,1996-11-26 00:00:00.000,74.4
10363,76,14.4,12,0.0,DRACD,4,1996-11-26 00:00:00.000,172.8
10364,69,28.8,30,0.0,EASTC,1,1996-11-26 00:00:00.000,864.0
10364,71,17.2,5,0.0,EASTC,1,1996-11-26 00:00:00.000,86.0
10365,11,16.8,24,0.0,ANTON,3,1996-11-27 00:00:00.000,403.20000000000005
10366,65,16.8,5,0.0,GALED,8,1996-11-28 00:00:00.000,84.0
10366,77,10.4,5,0.0,GALED,8,1996-11-28 00:00:00.000,52.0
10367,34,11.2,36,0.0,VAFFE,7,1996-11-28 00:00:00.000,403.2
10367,54,5.9,18,0.0,VAFFE,7,1996-11-28 00:00:00.000,106.2
10367,65,16.8,15,0.0,VAFFE,7,1996-11-28 00:00:00.000,252.0
10367,77,10.4,7,0.0,VAFFE,7,1996-11-28 00:00:00.000,72.8
10368,21,8.0,5,0.1,ERNSH,2,1996-11-29 00:00:00.000,36.0
10368,28,36.4,13,0.1,ERNSH,2,1996-11-29 00:00:00.000,425.88
10368,57,15.6,25,0.0,ERNSH,2,1996-11-29 00:00:00.000,390.0
10368,64,26.6,35,0.1,ERNSH,2,1996-11-29 00:00:00.000,837.9
10369,29,99.0,20,0.0,SPLIR,8,1996-12-02 00:00:00.000,1980.0
10369,56,30.4,18,0.25,SPLIR,8,1996-12-02 00:00:00.000,410.4
10370,1,14.4,15,0.15,CHOPS,6,1996-12-03 00:00:00.000,183.6
10370,64,26.6,30,0.0,CHOPS,6,1996-12-03 00:00:00.000,798.0
10370,74,8.0,20,0.15,CHOPS,6,1996-12-03 00:00:00.000,136.0
10371,36,15.2,6,0.2,LAMAI,1,1996-12-03 00:00:00.000,72.96
